name,datetime,temp,dew,humidity,windspeed,cloudcover,solarradiation,solarenergy,sunrise,sunset,moonphase,conditions,description,icon
"Kano, Nigeria",2024-07-18,28.3,23.4,75.9,10.1,83.5,280.8,24.4,2024-07-18 6:10:07,2024-07-18 18:54:31,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-07-19,24.8,21.9,84.3,12.8,84,138.7,12,2024-07-19 6:10:22,2024-07-19 18:54:24,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-07-20,25.2,22.5,84.9,9.8,86.5,202.1,17.6,2024-07-20 6:10:37,2024-07-20 18:54:16,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-07-21,25.3,23,87,11,82.2,178.1,15.4,2024-07-21 6:10:51,2024-07-21 18:54:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-07-22,25.8,22.7,83.7,10.3,72.2,218.6,18.9,2024-07-22 6:11:05,2024-07-22 18:53:57,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-07-23,27.1,23.1,79.4,10.3,80.8,271.3,23.5,2024-07-23 6:11:19,2024-07-23 18:53:46,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2024-07-24,24.5,22.4,87.9,7.2,95.7,108.6,9.4,2024-07-24 6:11:32,2024-07-24 18:53:35,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
"Kano, Nigeria",2024-07-25,26.1,22.8,83.1,11.4,64.4,220.3,18.8,2024-07-25 6:11:45,2024-07-25 18:53:22,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-07-26,26.8,22.8,79.6,14.1,66.6,220.4,18.9,2024-07-26 6:11:58,2024-07-26 18:53:09,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-07-27,26.7,23.2,81.9,19.7,70.1,246,21.2,2024-07-27 6:12:10,2024-07-27 18:52:55,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-07-28,24.1,22.4,90.6,11,90.8,81.4,6.9,2024-07-28 6:12:23,2024-07-28 18:52:40,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-07-29,26.4,22.3,79.1,12.1,89.9,192.5,16.5,2024-07-29 6:12:34,2024-07-29 18:52:24,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-07-30,27.4,22.9,77.2,13.2,40.1,264.1,22.8,2024-07-30 6:12:46,2024-07-30 18:52:07,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-07-31,26.9,22.4,77.1,15,79.2,208.6,18,2024-07-31 6:12:57,2024-07-31 18:51:50,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-01,26.5,22.6,79.8,9.2,94.4,123.4,10.6,2024-08-01 6:13:08,2024-08-01 18:51:31,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
"Kano, Nigeria",2024-08-02,26.6,22.3,78,12.8,80.3,248.3,21.5,2024-08-02 6:13:18,2024-08-02 18:51:12,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-08-03,26.6,22.3,78,12.1,64.3,206.7,18,2024-08-03 6:13:28,2024-08-03 18:50:52,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-08-04,26.4,22.2,78.4,14.5,71.2,214,18.5,2024-08-04 6:13:37,2024-08-04 18:50:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-05,26.5,22.5,78.9,13.6,71.4,274.6,23.7,2024-08-05 6:13:47,2024-08-05 18:50:09,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-06,25.6,22.3,82.2,13,93.8,205,17.8,2024-08-06 6:13:55,2024-08-06 18:49:47,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
"Kano, Nigeria",2024-08-07,25.4,21.9,81.7,17.2,83.2,177.8,15.2,2024-08-07 6:14:04,2024-08-07 18:49:24,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-08,26.5,22.3,78.7,15,82.1,237.1,20.6,2024-08-08 6:14:12,2024-08-08 18:49:00,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-09,24.7,22.2,85.8,10.5,76.7,89.6,7.8,2024-08-09 6:14:19,2024-08-09 18:48:35,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-08-10,25.1,22.3,85.4,13.9,79.8,226.4,19.5,2024-08-10 6:14:27,2024-08-10 18:48:09,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-11,26.3,22.6,81.1,13.9,75.6,166.8,14.4,2024-08-11 6:14:33,2024-08-11 18:47:43,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-12,25.2,23.1,88.8,13.9,87,181.6,15.7,2024-08-12 6:14:40,2024-08-12 18:47:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-08-13,24,22.3,90.7,15,72.7,128.6,11.2,2024-08-13 6:14:46,2024-08-13 18:46:48,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-08-14,26.1,22.6,81.7,13.9,80.2,250.8,21.6,2024-08-14 6:14:51,2024-08-14 18:46:19,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-15,24.8,22.8,89,11.4,90.5,173.5,15,2024-08-15 6:14:57,2024-08-15 18:45:50,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
"Kano, Nigeria",2024-08-16,23.6,22.3,92.7,13.9,86,68.2,5.9,2024-08-16 6:15:02,2024-08-16 18:45:20,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
"Kano, Nigeria",2024-08-17,25.6,22.5,83.8,11.4,63,235.1,20.3,2024-08-17 6:15:06,2024-08-17 18:44:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-18,27.1,23.2,80.2,9.2,83.8,254.9,22,2024-08-18 6:15:10,2024-08-18 18:44:19,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-19,23.7,21.9,89.6,15,77.2,149.1,12.9,2024-08-19 6:15:14,2024-08-19 18:43:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2024-08-20,24.8,22.1,85.3,11.4,75.3,135.3,11.9,2024-08-20 6:15:18,2024-08-20 18:43:15,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-08-21,25.5,22.4,83.4,11.4,70,204.3,17.6,2024-08-21 6:15:21,2024-08-21 18:42:42,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2024-08-22,24.9,22.3,86,10.3,77,203.5,17.5,2024-08-22 6:15:24,2024-08-22 18:42:09,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-23,24.7,22,85.7,9.2,69.1,155.5,13.6,2024-08-23 6:15:26,2024-08-23 18:41:35,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
"Kano, Nigeria",2024-08-24,25.8,21.8,79.1,11.4,75.1,187.8,16.4,2024-08-24 6:15:28,2024-08-24 18:41:00,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-08-25,26.1,22.7,82.6,12.8,73,254.3,21.9,2024-08-25 6:15:30,2024-08-25 18:40:25,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-26,24.3,22.2,88.1,13.9,72.5,150.3,12.9,2024-08-26 6:15:32,2024-08-26 18:39:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-08-27,25.7,22.4,82.9,12.8,72.8,188.3,16.2,2024-08-27 6:15:33,2024-08-27 18:39:13,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-08-28,26.2,22.5,81,15,72.7,225.8,19.5,2024-08-28 6:15:34,2024-08-28 18:38:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
"Kano, Nigeria",2024-08-29,25.4,22.7,85.5,12.8,67.9,195.1,16.9,2024-08-29 6:15:35,2024-08-29 18:38:00,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2024-08-30,23.8,22.6,93.1,14.8,92.4,33.2,3,2024-08-30 6:15:35,2024-08-30 18:37:23,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-08-31,25.5,22.1,82.1,13.9,77,149.4,12.7,2024-08-31 6:15:35,2024-08-31 18:36:45,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
"Kano, Nigeria",2024-09-01,25.4,22.1,82.3,11.4,65,211.4,18.4,2024-09-01 6:15:35,2024-09-01 18:36:07,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-09-02,26.7,21.3,74.3,10.3,89.5,255.3,22.1,2024-09-02 6:15:35,2024-09-02 18:35:29,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-09-03,24.6,22.2,86.9,11.4,89,50.8,4.4,2024-09-03 6:15:35,2024-09-03 18:34:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-04,25.3,22.3,84.6,8.5,64.6,254.7,22,2024-09-04 6:15:34,2024-09-04 18:34:11,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-05,25.5,22.8,85.7,4.7,61.7,260.1,22.5,2024-09-05 6:15:33,2024-09-05 18:33:31,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-09-06,23.4,22.3,94,6.9,97.9,146.7,12.7,2024-09-06 6:15:32,2024-09-06 18:32:52,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-09-07,25.8,22.5,83.7,5.8,63.2,214.4,18.5,2024-09-07 6:15:31,2024-09-07 18:32:12,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-09-08,26.8,23.4,82.3,4.5,43.8,265.3,23,2024-09-08 6:15:30,2024-09-08 18:31:32,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-09,27.8,23.7,80,4.5,24.7,268.9,23.3,2024-09-09 6:15:29,2024-09-09 18:30:51,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-10,28.8,23.1,73.1,5.1,24.7,286.2,24.8,2024-09-10 6:15:27,2024-09-10 18:30:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-11,27.6,23.3,78.5,6.7,60,263,22.7,2024-09-11 6:15:26,2024-09-11 18:29:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-09-12,27.2,23.5,80.9,7.4,44.7,250.8,21.7,2024-09-12 6:15:24,2024-09-12 18:28:50,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-13,27.1,22.9,79.4,6,75,262.9,22.7,2024-09-13 6:15:22,2024-09-13 18:28:09,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-09-14,27.6,22.9,76.3,5.4,66.3,219.9,19,2024-09-14 6:15:21,2024-09-14 18:27:28,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
"Kano, Nigeria",2024-09-15,28.1,23.5,77.7,11.4,25.2,282.2,24.5,2024-09-15 6:15:19,2024-09-15 18:26:47,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2024-09-16,25.9,23.2,85.2,8.7,65.4,244.3,21.2,2024-09-16 6:15:17,2024-09-16 18:26:05,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-09-17,26.5,22.5,80.2,5.8,45.2,276,23.8,2024-09-17 6:15:16,2024-09-17 18:25:24,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-18,26.7,22.8,80.6,5.6,66.7,244,21.1,2024-09-18 6:15:14,2024-09-18 18:24:43,0.5,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-09-19,27.3,22.8,78.1,6.3,33.7,239.6,20.8,2024-09-19 6:15:12,2024-09-19 18:24:02,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-09-20,26.7,22.3,78,8.1,41.4,269.8,23.3,2024-09-20 6:15:11,2024-09-20 18:23:21,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-21,25.8,22.3,82.4,9.4,71.7,255.8,22.2,2024-09-21 6:15:09,2024-09-21 18:22:40,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-09-22,26.2,23.1,84.3,6.9,68.5,252.7,21.9,2024-09-22 6:15:08,2024-09-22 18:21:59,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2024-09-23,25.5,22,82.1,6.7,80.9,280.9,24.4,2024-09-23 6:15:07,2024-09-23 18:21:18,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-24,26.2,21.8,78.5,5.1,78.6,277,23.9,2024-09-24 6:15:06,2024-09-24 18:20:37,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-25,27.3,22.3,75.9,5.8,30.7,264.1,22.7,2024-09-25 6:15:04,2024-09-25 18:19:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-09-26,28.9,22.9,72.7,4.7,18.1,283.8,24.6,2024-09-26 6:15:04,2024-09-26 18:19:16,0.78,Rain,Clear conditions throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-09-27,28.3,23.8,77.6,6.9,77,267.6,23.1,2024-09-27 6:15:03,2024-09-27 18:18:36,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-28,27.6,22.8,76.5,5.6,83.6,273.9,23.6,2024-09-28 6:15:03,2024-09-28 18:17:56,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-09-29,27.1,23.4,80.8,6,73.5,248.8,21.7,2024-09-29 6:15:02,2024-09-29 18:17:17,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
"Kano, Nigeria",2024-09-30,29,23.5,73.8,5.4,16.8,274,23.7,2024-09-30 6:15:02,2024-09-30 18:16:37,0.92,Rain,Clear conditions throughout the day with rain.,rain
"Kano, Nigeria",2024-10-01,27.7,23.1,77.2,7.4,20.9,261.1,22.4,2024-10-01 6:15:03,2024-10-01 18:15:58,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-10-02,28.8,18.8,58.6,11.6,69.8,270.2,23.5,2024-10-02 6:15:03,2024-10-02 18:15:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-03,27,21.8,75.2,15,57.2,263.7,22.8,2024-10-03 6:15:04,2024-10-03 18:14:41,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-10-04,26.2,22.9,82.7,12.8,76.8,167.6,14.5,2024-10-04 6:15:05,2024-10-04 18:14:03,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-10-05,25.6,21,77,11.4,78,207.4,18,2024-10-05 6:15:06,2024-10-05 18:13:25,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-10-06,26.1,22.5,81.4,17.2,69.3,232.6,20,2024-10-06 6:15:08,2024-10-06 18:12:48,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2024-10-07,27.2,23.3,81,9.2,60.1,256.3,22.1,2024-10-07 6:15:10,2024-10-07 18:12:11,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-10-08,28,22.8,75.3,8.1,35.1,275,23.7,2024-10-08 6:15:13,2024-10-08 18:11:35,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2024-10-09,27.8,22.8,75,6.9,25.8,269.8,23.3,2024-10-09 6:15:16,2024-10-09 18:10:59,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2024-10-10,28.2,21.9,70.1,9.2,52.9,263.1,22.9,2024-10-10 6:15:19,2024-10-10 18:10:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-11,28.3,21.9,71.4,5.4,46.3,278.1,23.9,2024-10-11 6:15:23,2024-10-11 18:09:49,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-12,27.9,22,72.2,17.2,77.3,269.9,23.3,2024-10-12 6:15:27,2024-10-12 18:09:14,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-13,27.8,19.7,63.3,13,64.5,252.9,22,2024-10-13 6:15:31,2024-10-13 18:08:41,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-14,26.8,20.9,71.3,11.4,54.3,255.4,22,2024-10-14 6:15:36,2024-10-14 18:08:07,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-15,27.5,21.4,71,10.3,59.9,233.3,20.1,2024-10-15 6:15:42,2024-10-15 18:07:35,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-16,28.2,21.2,68.8,8.1,42.5,271.8,23.4,2024-10-16 6:15:48,2024-10-16 18:07:03,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-17,28.4,20.8,65.4,10.3,74.2,252.9,21.9,2024-10-17 6:15:54,2024-10-17 18:06:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-18,28.8,21.3,65.7,9.2,64.7,231.1,19.9,2024-10-18 6:16:01,2024-10-18 18:06:02,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-19,28.2,19.2,61.5,8.1,29.2,277.6,24,2024-10-19 6:16:09,2024-10-19 18:05:32,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-20,27.6,18.3,61.6,5.8,36.5,281.4,24.3,2024-10-20 6:16:17,2024-10-20 18:05:03,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-21,29.6,16.6,48.1,10.3,38.1,238.5,20.6,2024-10-21 6:16:26,2024-10-21 18:04:35,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2024-10-22,28.4,21.5,69.2,7.2,84.3,242.2,20.9,2024-10-22 6:16:35,2024-10-22 18:04:07,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
"Kano, Nigeria",2024-10-23,27.6,18,61.2,12.8,75.4,276.7,23.9,2024-10-23 6:16:45,2024-10-23 18:03:41,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-24,25.8,13.5,51.1,13.9,67.4,277.1,24,2024-10-24 6:16:56,2024-10-24 18:03:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-25,25.2,14.4,54.8,10.3,57.1,234.4,20.3,2024-10-25 6:17:07,2024-10-25 18:02:50,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-26,25.3,13.2,49.9,17.2,48.6,278.4,24.2,2024-10-26 6:17:18,2024-10-26 18:02:26,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-27,23.8,12.7,55.4,15,17.7,280.5,24.4,2024-10-27 6:17:31,2024-10-27 18:02:03,0.83,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-10-28,24.4,8.3,43,12.8,35.1,262.9,22.6,2024-10-28 6:17:44,2024-10-28 18:01:40,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-29,25,11.2,46.7,13.9,27.9,277.3,24.1,2024-10-29 6:17:57,2024-10-29 18:01:19,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-10-30,24.5,11.1,48.9,12.8,8.8,277.9,24.1,2024-10-30 6:18:11,2024-10-30 18:00:58,0.93,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-10-31,22.1,12.8,59.1,12.8,22.3,279.6,24.3,2024-10-31 6:18:26,2024-10-31 18:00:39,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-11-01,24,11.3,51.3,12.8,26.7,279.4,24.3,2024-11-01 6:18:42,2024-11-01 18:00:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-11-02,24.1,10.2,45.3,11.4,27.8,279.4,24.3,2024-11-02 6:18:58,2024-11-02 18:00:03,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2024-11-03,22.8,9.7,49,12.8,53,275.2,23.7,2024-11-03 6:19:15,2024-11-03 17:59:46,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2024-11-04,21.9,10.3,54,15,30.7,276.4,24,2024-11-04 6:19:32,2024-11-04 17:59:31,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-11-05,22.6,10.3,50.8,12.8,18.3,277.3,24.1,2024-11-05 6:19:50,2024-11-05 17:59:16,0.14,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-06,22.3,10.2,51.8,11.4,11.3,274.3,23.5,2024-11-06 6:20:09,2024-11-06 17:59:03,0.17,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-07,24,9.8,43,13.9,27.7,265.6,23,2024-11-07 6:20:29,2024-11-07 17:58:50,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-11-08,23.5,11.6,50.8,17.2,30.5,262.7,22.6,2024-11-08 6:20:49,2024-11-08 17:58:39,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-11-09,21.9,9.2,50,18.3,25.7,267.6,23.2,2024-11-09 6:21:09,2024-11-09 17:58:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-11-10,20.4,10.6,57.9,13.9,60.7,264.8,22.9,2024-11-10 6:21:31,2024-11-10 17:58:20,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-11-11,22.4,9.9,49.4,17.2,8,266.5,23.1,2024-11-11 6:21:53,2024-11-11 17:58:12,0.35,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-12,23.2,9.8,45.9,16.1,6.7,263.4,22.6,2024-11-12 6:22:16,2024-11-12 17:58:05,0.38,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-13,24.7,11.9,48.6,12.8,14.6,260.2,22.4,2024-11-13 6:22:39,2024-11-13 17:57:59,0.42,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-14,23.5,10.4,48.3,16.1,7.5,263.5,22.8,2024-11-14 6:23:03,2024-11-14 17:57:54,0.45,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-15,23,9.4,48,19.7,13.8,267.5,23.1,2024-11-15 6:23:27,2024-11-15 17:57:50,0.5,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-16,21.4,6.8,45,17.2,7.5,268.7,23.2,2024-11-16 6:23:52,2024-11-16 17:57:48,0.52,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-17,22.8,1.7,28.9,17.2,14.7,250.8,21.6,2024-11-17 6:24:18,2024-11-17 17:57:46,0.55,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-18,21.2,7.4,45.4,11.4,2.6,266.4,23.1,2024-11-18 6:24:44,2024-11-18 17:57:46,0.58,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-19,23.2,6.2,36.9,16.1,3,261.2,22.5,2024-11-19 6:25:11,2024-11-19 17:57:47,0.62,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-20,22.4,6.8,39.5,17.2,14.7,262.1,22.8,2024-11-20 6:25:38,2024-11-20 17:57:49,0.65,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-21,21.5,6.9,39.9,8.9,0,266.5,23,2024-11-21 6:26:06,2024-11-21 17:57:52,0.68,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2024-11-22,22.6,-0.5,26,15,60.7,244.8,21.2,2024-11-22 6:26:34,2024-11-22 17:57:56,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2024-11-23,20.3,7.2,49.3,16.1,17.3,263.4,22.8,2024-11-23 6:27:02,2024-11-23 17:58:01,0.75,Clear,Clear conditions throughout the day.,clear-day
