transaction_id,amount,timestamp,merchant_id,customer_id,transaction_type,device_type,location,previous_fraud,fraud_label
TX002186,4357.31,02/01/2024,M2,C146,purchase,web,AU,0,0
TX002187,3832.66,02/01/2024,M3,C428,purchase,POS,CA,0,0
TX002188,3944.35,02/01/2024,M1,C164,transfer,POS,AU,0,0
TX002189,3328.27,02/01/2024,M2,C889,transfer,mobile,US,1,0
TX002190,1308.83,02/01/2024,M4,C309,withdrawal,POS,CA,0,0
TX002191,4536.9,02/01/2024,M5,C517,transfer,mobile,UK,0,0
TX002192,3356.95,02/01/2024,M4,C013,purchase,web,CA,0,0
TX002193,2806.6,02/01/2024,M5,C131,withdrawal,web,UK,0,0
TX002194,563.84,02/01/2024,M1,C853,transfer,mobile,CA,0,0
TX002195,2240.81,02/01/2024,M5,C754,withdrawal,web,IN,0,0
TX002196,2307.19,02/01/2024,M2,C438,purchase,mobile,UK,0,0
TX002197,4324.17,02/01/2024,M5,C742,transfer,web,US,0,1
TX002198,2737.77,02/01/2024,M3,C739,purchase,web,UK,0,0
TX002199,1908.2,02/01/2024,M2,C673,purchase,POS,UK,0,0
TX002200,4884.23,02/01/2024,M1,C794,withdrawal,POS,CA,0,0
TX002201,562.5,02/01/2024,M2,C262,withdrawal,mobile,IN,0,0
TX002202,2118.52,02/01/2024,M3,C642,withdrawal,web,CA,0,0
TX002203,219.7,02/01/2024,M1,C942,transfer,web,CA,0,0
TX002204,3702.12,02/01/2024,M4,C224,transfer,web,IN,0,0
TX002205,4591.2,02/01/2024,M3,C257,withdrawal,POS,CA,0,0
TX002206,1407.39,02/01/2024,M1,C233,transfer,mobile,IN,0,0
TX002207,4293.12,02/01/2024,M5,C335,transfer,mobile,US,0,0
TX002208,1468.17,02/01/2024,M2,C408,withdrawal,mobile,IN,1,0
TX002209,4554.74,02/01/2024,M1,C827,purchase,web,AU,0,0
TX002210,3772.27,02/01/2024,M2,C974,transfer,mobile,IN,0,0
TX002211,4026.48,02/01/2024,M5,C023,transfer,POS,IN,0,0
TX002212,99.85,02/01/2024,M1,C270,purchase,POS,AU,0,0
TX002213,4814.42,02/01/2024,M4,C094,purchase,mobile,IN,0,0
TX002214,3636.09,02/01/2024,M3,C141,purchase,web,UK,0,0
TX002215,1530.71,02/01/2024,M1,C693,withdrawal,POS,CA,0,0
TX002216,4148.68,02/01/2024,M5,C717,purchase,POS,CA,0,0
TX002217,1414.79,02/01/2024,M1,C901,withdrawal,web,US,0,0
TX002218,4365.04,02/01/2024,M2,C973,purchase,web,US,0,0
TX002219,571.78,02/01/2024,M1,C080,purchase,mobile,AU,0,0
TX002220,3521.39,02/01/2024,M4,C273,withdrawal,POS,UK,0,0
TX002221,2708.09,02/01/2024,M1,C275,withdrawal,POS,US,1,0
TX002222,491.71,02/01/2024,M3,C882,purchase,mobile,CA,1,0
TX002223,1217.05,02/01/2024,M1,C957,purchase,mobile,US,1,0
TX002224,71.9,02/01/2024,M2,C464,purchase,POS,US,0,0
TX002225,2349.15,02/01/2024,M1,C207,transfer,POS,IN,0,0
TX002226,1513.31,02/01/2024,M4,C295,purchase,web,US,0,0
TX002227,2995.8,02/01/2024,M5,C038,withdrawal,web,AU,0,0
TX002228,1493.22,02/01/2024,M1,C947,transfer,POS,CA,0,0
TX002229,1506.6,02/01/2024,M1,C287,withdrawal,POS,AU,0,0
TX002230,3718.53,02/01/2024,M3,C123,transfer,web,AU,0,0
TX002231,250.23,02/01/2024,M4,C875,transfer,mobile,UK,0,0
TX002232,4515.45,02/01/2024,M5,C968,withdrawal,mobile,IN,0,0
TX002233,4262.8,02/01/2024,M2,C282,transfer,POS,AU,1,0
TX002234,3342.35,02/01/2024,M1,C877,withdrawal,POS,UK,0,0
TX002235,2970.18,02/01/2024,M5,C179,purchase,web,CA,0,0
TX002236,4462.59,02/01/2024,M2,C096,transfer,POS,CA,0,1
TX002237,934.8,02/01/2024,M4,C190,withdrawal,mobile,UK,0,1
TX002238,404.06,02/01/2024,M4,C073,transfer,web,AU,0,0
TX002239,1205.16,02/01/2024,M5,C446,withdrawal,web,AU,1,0
TX002240,3974.95,02/01/2024,M2,C784,purchase,mobile,IN,1,0
TX002241,183,02/01/2024,M4,C496,purchase,mobile,IN,1,1
TX002242,2918.21,02/01/2024,M5,C560,transfer,web,CA,0,0
TX002243,4977.23,02/01/2024,M4,C483,transfer,POS,IN,0,0
TX002244,4279.92,02/01/2024,M4,C848,withdrawal,mobile,UK,0,0
TX002245,2612.01,02/01/2024,M4,C721,withdrawal,web,CA,0,0
TX002246,327.57,02/01/2024,M3,C115,transfer,POS,AU,0,0
TX002247,4158.55,02/01/2024,M2,C534,withdrawal,POS,CA,0,0
TX002248,2998.9,02/01/2024,M5,C097,withdrawal,web,US,0,0
TX002249,583.52,02/01/2024,M5,C327,withdrawal,mobile,CA,0,0
TX002250,478.35,02/01/2024,M2,C908,transfer,POS,IN,0,0
TX002251,4549.04,02/01/2024,M2,C406,purchase,mobile,UK,0,0
TX002252,3349.31,02/01/2024,M2,C312,purchase,web,AU,1,0
TX002253,4148.14,02/01/2024,M2,C701,withdrawal,mobile,AU,0,0
TX002254,4396.1,02/01/2024,M1,C693,transfer,POS,IN,1,0
TX002255,2863.14,02/01/2024,M5,C147,withdrawal,web,IN,0,0
TX002256,2592.06,02/01/2024,M1,C341,purchase,POS,IN,0,0
TX002257,2157.83,02/01/2024,M4,C494,withdrawal,POS,US,0,0
TX002258,1591.56,02/01/2024,M4,C947,purchase,web,UK,0,0
TX002259,2178.63,02/01/2024,M5,C022,transfer,web,US,0,0
TX002260,3871.66,02/01/2024,M4,C104,withdrawal,mobile,IN,0,0
TX002261,3013.6,02/01/2024,M2,C674,transfer,web,UK,0,0
TX002262,4463.69,02/01/2024,M1,C578,withdrawal,mobile,IN,0,0
TX002263,2222.47,02/01/2024,M2,C801,withdrawal,web,UK,0,0
TX002264,3039.38,02/01/2024,M4,C800,withdrawal,POS,AU,0,0
TX002265,3160.22,02/01/2024,M1,C557,withdrawal,mobile,US,0,1
TX002266,2962.57,02/01/2024,M2,C592,withdrawal,web,IN,0,0
TX002267,3516.14,02/01/2024,M5,C940,transfer,mobile,IN,0,0
TX002268,1194.79,02/01/2024,M2,C658,transfer,mobile,CA,0,0
TX002269,2566.7,02/01/2024,M4,C221,purchase,mobile,AU,0,0
TX002270,530.08,02/01/2024,M1,C854,withdrawal,POS,IN,0,0
TX002271,1928.71,02/01/2024,M5,C014,purchase,web,US,0,0
TX002272,2443.46,02/01/2024,M1,C890,transfer,web,AU,0,0
TX002273,3264.6,02/01/2024,M5,C632,purchase,mobile,IN,0,0
TX002274,4753.15,02/01/2024,M1,C077,transfer,web,US,0,0
TX002275,3007.25,02/01/2024,M4,C321,withdrawal,POS,CA,0,0
TX002276,3720.53,02/01/2024,M5,C806,purchase,mobile,CA,0,0
TX002277,2536.27,02/01/2024,M3,C240,purchase,POS,US,0,0
TX002278,3174.18,02/01/2024,M1,C017,purchase,POS,AU,0,0
TX002279,363.95,02/01/2024,M1,C767,purchase,web,US,0,0
TX002280,1279.41,02/01/2024,M2,C453,withdrawal,web,US,0,0
TX002281,1815.65,02/01/2024,M5,C442,transfer,mobile,CA,0,0
TX002282,2367.74,02/01/2024,M3,C927,transfer,POS,CA,0,0
TX002283,237.79,02/01/2024,M4,C276,withdrawal,web,CA,0,0
TX002284,708.72,02/01/2024,M2,C423,transfer,mobile,IN,0,0
TX002285,1391.3,02/01/2024,M3,C475,purchase,mobile,IN,0,0
TX002286,4857.95,02/01/2024,M5,C026,withdrawal,web,UK,0,0
TX002287,1663.42,02/01/2024,M3,C513,transfer,POS,IN,0,0
TX002288,2415.38,02/01/2024,M1,C864,withdrawal,mobile,AU,0,0
TX002289,988.53,02/01/2024,M1,C463,withdrawal,web,AU,0,0
TX002290,3057.79,02/01/2024,M2,C806,transfer,mobile,CA,0,0
TX002291,1410.61,02/01/2024,M5,C981,transfer,web,US,0,0
TX002292,1042.89,02/01/2024,M5,C823,withdrawal,mobile,CA,0,0
TX002293,2587.7,02/01/2024,M3,C362,withdrawal,POS,US,0,0
TX002294,37.47,02/01/2024,M2,C382,transfer,mobile,CA,0,0
TX002295,48.24,02/01/2024,M5,C750,withdrawal,web,CA,0,0
TX002296,1103.15,02/01/2024,M1,C524,transfer,web,AU,0,0
TX002297,193.24,02/01/2024,M3,C381,withdrawal,web,US,0,0
TX002298,549.05,02/01/2024,M4,C183,withdrawal,POS,UK,0,0
TX002299,1700.91,02/01/2024,M1,C193,withdrawal,web,UK,0,0
TX002300,4014.9,02/01/2024,M2,C461,transfer,web,CA,0,0
TX002301,2864.52,02/01/2024,M5,C055,purchase,POS,CA,0,0
TX002302,2568.21,02/01/2024,M1,C229,transfer,web,AU,0,0
TX002303,1474.51,02/01/2024,M4,C488,withdrawal,web,US,0,0
TX002304,4659.45,02/01/2024,M4,C027,purchase,POS,CA,0,0
TX002305,1991.11,02/01/2024,M2,C831,purchase,mobile,UK,0,0
TX002306,444.59,02/01/2024,M1,C582,withdrawal,web,US,0,0
TX002307,3089.16,02/01/2024,M3,C721,transfer,mobile,CA,0,0
TX002308,578.05,02/01/2024,M1,C959,purchase,POS,US,1,0
TX002309,1732.66,02/01/2024,M4,C183,purchase,web,AU,0,0
TX002310,2541.99,02/01/2024,M2,C424,transfer,web,UK,0,0
TX002311,4372.37,02/01/2024,M2,C374,transfer,POS,US,0,0
TX002312,2472.8,02/01/2024,M3,C867,purchase,web,UK,0,0
TX002313,3514.27,02/01/2024,M2,C040,transfer,mobile,CA,0,0
TX002314,4964.16,02/01/2024,M2,C483,purchase,mobile,IN,1,0
TX002315,666.13,02/01/2024,M2,C259,withdrawal,POS,US,0,0
TX002316,1380.91,02/01/2024,M2,C440,transfer,web,UK,0,0
TX002317,1978.93,02/01/2024,M2,C925,purchase,web,US,0,0
TX002318,2114.92,02/01/2024,M4,C855,transfer,POS,CA,0,0
TX002319,2061,02/01/2024,M1,C083,transfer,mobile,CA,1,0
TX002320,4538.98,02/01/2024,M5,C045,purchase,mobile,UK,0,0
TX002321,3573.02,02/01/2024,M2,C439,withdrawal,POS,AU,0,0
TX002322,3043.45,02/01/2024,M5,C670,purchase,web,US,0,0
TX002323,1553.77,02/01/2024,M5,C855,transfer,mobile,US,1,0
TX002324,4120.71,02/01/2024,M4,C518,purchase,web,CA,0,0
TX002325,4775.75,02/01/2024,M2,C985,transfer,mobile,US,0,0
TX002326,4107.78,02/01/2024,M5,C844,purchase,web,UK,0,0
TX002327,17.81,02/01/2024,M2,C437,withdrawal,mobile,IN,0,0
TX002328,3185.64,02/01/2024,M3,C135,withdrawal,web,CA,0,0
TX002329,265.17,02/01/2024,M3,C182,withdrawal,POS,IN,0,0
TX002330,1295.46,02/01/2024,M3,C708,withdrawal,mobile,US,0,0
TX002331,307.03,02/01/2024,M5,C171,purchase,POS,AU,1,0
TX002332,3022.94,02/01/2024,M3,C908,withdrawal,mobile,UK,0,0
TX002333,3436.08,02/01/2024,M4,C860,purchase,mobile,US,0,0
TX002334,581.29,02/01/2024,M4,C787,transfer,mobile,UK,0,0
TX002335,1925.36,02/01/2024,M5,C589,transfer,web,US,0,0
TX002336,2286.62,02/01/2024,M2,C927,transfer,mobile,US,0,0
TX002337,1851.57,02/01/2024,M1,C955,withdrawal,POS,US,0,0
TX002338,613.91,02/01/2024,M2,C689,withdrawal,web,CA,1,0
TX002339,2100.55,02/01/2024,M2,C538,withdrawal,web,IN,0,0
TX002340,3758.38,02/01/2024,M2,C119,transfer,mobile,AU,0,0
TX002341,364.33,02/01/2024,M2,C280,transfer,web,IN,0,0
TX002342,410.1,02/01/2024,M1,C307,transfer,mobile,IN,0,1
TX002343,1780.31,02/01/2024,M3,C707,transfer,POS,UK,0,0
TX002344,4709.21,02/01/2024,M2,C276,purchase,web,CA,0,0
TX002345,3346.18,02/01/2024,M4,C529,purchase,web,CA,0,0
TX002346,3396.56,02/01/2024,M5,C294,withdrawal,POS,US,0,0
TX002347,1815.98,02/01/2024,M5,C782,withdrawal,POS,IN,0,1
TX002348,2972.37,02/01/2024,M4,C052,transfer,mobile,AU,0,0
TX002349,60.55,02/01/2024,M2,C805,purchase,web,UK,0,0
TX002350,3184.12,02/01/2024,M1,C431,purchase,POS,CA,0,0
TX002351,4567.3,02/01/2024,M3,C051,withdrawal,web,US,1,0
TX002352,3066.74,02/01/2024,M5,C727,purchase,POS,AU,0,0
TX002353,4369.76,02/01/2024,M3,C071,withdrawal,web,IN,1,0
TX002354,3622.63,02/01/2024,M1,C027,transfer,POS,AU,0,0
TX002355,611.59,02/01/2024,M5,C468,transfer,web,CA,0,0
TX002356,4513.24,02/01/2024,M3,C911,withdrawal,mobile,UK,0,0
TX002357,341.55,02/01/2024,M1,C763,transfer,web,IN,1,0
TX002358,2674.5,02/01/2024,M3,C885,transfer,mobile,UK,1,0
TX002359,719.26,02/01/2024,M2,C911,purchase,mobile,AU,0,0
TX002360,68.42,02/01/2024,M1,C546,purchase,mobile,AU,0,1
TX002361,2115.95,02/01/2024,M3,C400,purchase,web,US,0,0
TX002362,1482.25,02/01/2024,M2,C200,purchase,web,IN,0,0
TX002363,2435.14,02/01/2024,M2,C760,purchase,mobile,AU,1,0
TX002364,2890.23,02/01/2024,M1,C610,withdrawal,POS,CA,0,0
TX002365,228.26,02/01/2024,M4,C819,withdrawal,web,CA,0,0
TX002366,623.79,02/01/2024,M5,C988,purchase,web,UK,0,0
TX002367,2797.63,02/01/2024,M1,C998,transfer,web,CA,0,0
TX002368,1722.41,02/01/2024,M2,C465,transfer,web,AU,0,0
TX002369,3648.58,02/01/2024,M2,C651,withdrawal,mobile,CA,0,0
TX002370,3264.94,02/01/2024,M1,C594,withdrawal,POS,IN,0,0
TX002371,4229.57,02/01/2024,M4,C559,withdrawal,POS,UK,0,0
TX002372,3465.54,02/01/2024,M5,C789,transfer,POS,IN,0,0
TX002373,2155.36,02/01/2024,M3,C378,withdrawal,POS,AU,0,0
TX002374,3368.1,02/01/2024,M1,C759,transfer,mobile,AU,0,0
TX002375,1384.15,02/01/2024,M5,C894,withdrawal,web,CA,0,0
TX002376,1538.5,02/01/2024,M5,C176,transfer,web,US,0,0
TX002377,3947.04,02/01/2024,M2,C051,withdrawal,mobile,US,0,0
TX002378,2237.63,02/01/2024,M3,C078,withdrawal,web,AU,0,0
TX002379,3993.92,02/01/2024,M1,C384,transfer,mobile,AU,0,0
TX002380,4113.89,02/01/2024,M2,C833,withdrawal,POS,UK,0,0
TX002381,4289.24,02/01/2024,M2,C575,purchase,mobile,AU,0,0
TX002382,4584.01,02/01/2024,M4,C007,transfer,web,AU,1,0
TX002383,2160.62,02/01/2024,M5,C213,withdrawal,web,UK,0,0
TX002384,1601.15,02/01/2024,M1,C024,transfer,web,IN,0,0
TX002385,2915.17,02/01/2024,M1,C449,withdrawal,POS,IN,0,0
TX002386,1862.15,02/01/2024,M1,C767,purchase,mobile,UK,0,0
TX002387,3009.36,02/01/2024,M2,C754,withdrawal,mobile,UK,0,1
TX002388,3530.87,02/01/2024,M4,C968,withdrawal,web,IN,0,0
TX002389,3445.14,02/01/2024,M3,C456,purchase,mobile,IN,0,0
TX002390,1879.02,02/01/2024,M2,C460,transfer,web,IN,0,0
TX002391,842.63,02/01/2024,M3,C197,withdrawal,mobile,IN,0,0
TX002392,2158.34,02/01/2024,M4,C093,withdrawal,POS,CA,0,0
TX002393,721.54,02/01/2024,M5,C718,purchase,POS,UK,0,0
TX002394,4451.58,02/01/2024,M1,C946,transfer,mobile,US,0,0
TX002395,1735.93,02/01/2024,M3,C436,transfer,POS,CA,0,0
TX002396,780.75,02/01/2024,M2,C526,purchase,POS,US,0,0
TX002397,136.98,02/01/2024,M3,C689,purchase,POS,US,0,1
TX002398,3232.65,02/01/2024,M5,C966,withdrawal,web,AU,0,0
TX002399,3188.14,02/01/2024,M1,C377,purchase,mobile,UK,0,0
TX002400,1709.61,02/01/2024,M3,C586,purchase,mobile,CA,0,0
TX002401,367.84,02/01/2024,M5,C103,purchase,web,UK,1,0
TX002402,2054.05,02/01/2024,M2,C805,transfer,web,IN,1,0
TX002403,1562.98,02/01/2024,M4,C679,purchase,POS,UK,0,0
TX002404,3388.83,02/01/2024,M2,C961,withdrawal,mobile,US,0,0
TX002405,3032.84,02/01/2024,M1,C626,withdrawal,web,IN,0,1
TX002406,1829.32,02/01/2024,M2,C038,withdrawal,POS,UK,0,0
TX002407,1097.28,02/01/2024,M2,C457,purchase,mobile,UK,0,0
TX002408,4940.3,02/01/2024,M2,C363,transfer,POS,US,0,0
TX002409,2275.47,02/01/2024,M2,C784,purchase,mobile,IN,0,0
TX002410,3444.49,02/01/2024,M1,C134,purchase,POS,US,0,1
TX002411,711.36,02/01/2024,M5,C373,withdrawal,mobile,UK,0,0
TX002412,2433.09,02/01/2024,M3,C231,purchase,mobile,CA,0,0
TX002413,147.41,02/01/2024,M4,C038,transfer,mobile,CA,0,0
TX002414,2532.22,02/01/2024,M3,C963,withdrawal,mobile,AU,0,1
TX002415,4820.45,02/01/2024,M3,C802,transfer,POS,CA,0,0
TX002416,1927.19,02/01/2024,M4,C818,transfer,web,IN,0,0
TX002417,204.59,02/01/2024,M1,C046,transfer,mobile,AU,0,0
TX002418,164.47,02/01/2024,M4,C035,purchase,mobile,IN,0,0
TX002419,1946.05,02/01/2024,M1,C831,purchase,mobile,CA,0,0
TX002420,808.52,02/01/2024,M3,C094,purchase,mobile,CA,0,0
TX002421,126.53,02/01/2024,M1,C984,purchase,POS,UK,0,0
TX002422,3783.51,02/01/2024,M5,C360,withdrawal,web,IN,0,0
TX002423,2298.03,02/01/2024,M4,C524,purchase,web,US,0,1
TX002424,1453.33,02/01/2024,M5,C145,withdrawal,web,UK,0,0
TX002425,4501.42,02/01/2024,M3,C916,transfer,POS,IN,0,0
TX002426,589.53,02/01/2024,M4,C367,withdrawal,web,AU,1,0
TX002427,4780.03,02/01/2024,M3,C064,purchase,POS,IN,0,0
TX002428,1576.69,02/01/2024,M5,C227,withdrawal,POS,AU,0,1
TX002429,4443.13,02/01/2024,M3,C753,purchase,mobile,AU,0,0
TX002430,3018.68,02/01/2024,M4,C519,purchase,POS,CA,0,0
TX002431,4135.27,02/01/2024,M4,C815,withdrawal,web,US,0,0
TX002432,4920.23,02/01/2024,M3,C852,withdrawal,web,IN,0,0
TX002433,1449.14,02/01/2024,M4,C554,transfer,web,US,0,0
TX002434,4806.07,02/01/2024,M4,C755,transfer,mobile,AU,0,0
TX002435,1953.51,02/01/2024,M3,C180,transfer,mobile,CA,0,0
TX002436,1933.7,02/01/2024,M5,C500,transfer,mobile,US,0,0
TX002437,1708.53,02/01/2024,M4,C596,transfer,POS,UK,0,0
TX002438,2711.62,02/01/2024,M4,C154,withdrawal,web,AU,0,0
TX002439,779.18,02/01/2024,M4,C786,transfer,POS,UK,0,0
TX002440,2773.02,02/01/2024,M4,C534,withdrawal,POS,US,0,0
TX002441,2713.11,02/01/2024,M3,C626,transfer,web,US,0,0
TX002442,3811.89,02/01/2024,M5,C817,purchase,mobile,US,0,0
TX002443,4169.91,02/01/2024,M5,C434,transfer,web,IN,1,0
TX002444,2207.8,02/01/2024,M1,C810,purchase,POS,AU,0,0
TX002445,1518.64,02/01/2024,M4,C098,withdrawal,POS,AU,0,0
TX002446,1304.08,02/01/2024,M4,C615,transfer,mobile,AU,0,0
TX002447,981.17,02/01/2024,M1,C371,withdrawal,POS,IN,0,0
TX002448,297.66,02/01/2024,M5,C562,transfer,POS,US,0,0
TX002449,1718.82,02/01/2024,M2,C361,withdrawal,web,US,0,0
TX002450,1358.54,02/01/2024,M2,C111,transfer,mobile,UK,0,0
TX002451,4832.42,02/01/2024,M5,C452,transfer,web,IN,0,0
TX002452,2792.97,02/01/2024,M4,C755,purchase,web,CA,0,0
TX002453,1742.91,02/01/2024,M2,C168,withdrawal,web,IN,0,0
TX002454,2906.53,02/01/2024,M3,C583,withdrawal,POS,UK,0,0
TX002455,704.59,02/01/2024,M3,C138,withdrawal,POS,UK,0,0
TX002456,2225.78,02/01/2024,M1,C847,withdrawal,mobile,UK,0,0
TX002457,3134.91,02/01/2024,M5,C230,withdrawal,POS,US,1,0
TX002458,2449.6,02/01/2024,M5,C238,purchase,mobile,CA,0,0
TX002459,2014.88,02/01/2024,M2,C983,transfer,web,UK,0,0
TX002460,4969.3,02/01/2024,M4,C252,purchase,web,AU,0,0
TX002461,4402.77,02/01/2024,M5,C980,withdrawal,POS,US,0,0
TX002462,3120.8,02/01/2024,M2,C435,withdrawal,POS,CA,1,0
TX002463,2851.19,02/01/2024,M2,C918,transfer,mobile,AU,0,0
TX002464,3107.1,02/01/2024,M5,C560,purchase,POS,CA,0,0
TX002465,1014.55,02/01/2024,M2,C421,transfer,POS,CA,1,0
TX002466,1981.74,02/01/2024,M1,C302,transfer,POS,AU,0,0
TX002467,206.9,02/01/2024,M1,C071,purchase,web,IN,0,0
TX002468,2382.97,02/01/2024,M5,C262,transfer,POS,CA,0,0
TX002469,2719.69,02/01/2024,M4,C833,purchase,POS,IN,0,1
TX002470,1146.47,02/01/2024,M1,C221,purchase,web,CA,0,0
TX002471,4820.5,02/01/2024,M1,C076,withdrawal,web,AU,0,0
TX002472,4548.18,02/01/2024,M5,C061,transfer,web,CA,0,0
TX002473,3613.49,02/01/2024,M3,C470,withdrawal,web,UK,0,0
TX002474,2671.6,02/01/2024,M2,C156,transfer,POS,UK,0,0
TX002475,4351.15,02/01/2024,M1,C805,transfer,POS,CA,0,0
TX002476,661.96,02/01/2024,M3,C124,withdrawal,POS,AU,0,0
TX002477,3954.64,02/01/2024,M4,C740,withdrawal,mobile,AU,0,0
TX002478,632.86,02/01/2024,M3,C851,withdrawal,web,US,0,0
TX002479,3973.11,02/01/2024,M5,C160,purchase,POS,AU,0,0
TX002480,1386.08,02/01/2024,M4,C540,transfer,POS,IN,0,0
TX002481,4386.68,02/01/2024,M4,C625,purchase,POS,CA,0,0
TX002482,4720.77,02/01/2024,M3,C590,transfer,web,UK,0,0
TX002483,752.49,02/01/2024,M5,C534,transfer,web,AU,0,0
TX002484,2318.75,02/01/2024,M1,C105,purchase,web,UK,0,0
TX002485,4905.13,02/01/2024,M3,C130,purchase,POS,US,0,0
TX002486,2422.2,02/01/2024,M1,C356,transfer,web,CA,0,0
TX002487,4319.1,02/01/2024,M3,C988,withdrawal,POS,AU,0,0
TX002488,2947.77,02/01/2024,M1,C684,withdrawal,mobile,UK,0,0
TX002489,1882.9,02/01/2024,M3,C775,withdrawal,web,AU,0,0
TX002490,1436.06,02/01/2024,M4,C853,withdrawal,web,US,1,0
TX002491,1024.08,02/01/2024,M2,C884,transfer,POS,UK,0,0
TX002492,3811.37,02/01/2024,M4,C796,withdrawal,web,UK,0,0
TX002493,1938.84,02/01/2024,M1,C001,withdrawal,web,CA,0,0
TX002494,2561.26,02/01/2024,M5,C232,withdrawal,POS,CA,0,0
TX002495,2466.7,02/01/2024,M4,C368,transfer,POS,UK,1,0
TX002496,2890.62,02/01/2024,M2,C250,purchase,POS,CA,0,0
TX002497,4329.23,02/01/2024,M1,C945,withdrawal,mobile,UK,1,0
TX002498,4903.89,02/01/2024,M4,C832,transfer,POS,IN,0,0
TX002499,2043.85,02/01/2024,M3,C107,transfer,web,AU,0,0
TX002500,4139.32,02/01/2024,M5,C275,withdrawal,mobile,IN,0,0
TX002501,3824.99,02/01/2024,M1,C179,purchase,POS,IN,0,1
TX002502,2871.91,02/01/2024,M4,C724,purchase,mobile,AU,0,0
TX002503,4780.68,02/01/2024,M1,C292,purchase,mobile,UK,0,0
TX002504,1010.37,02/01/2024,M3,C583,transfer,web,UK,0,0
TX002505,555.23,02/01/2024,M2,C794,withdrawal,mobile,CA,0,0
TX002506,4271.27,02/01/2024,M4,C174,withdrawal,POS,US,0,0
TX002507,2201.36,02/01/2024,M1,C122,transfer,mobile,UK,0,0
TX002508,4236.37,02/01/2024,M1,C226,withdrawal,mobile,AU,0,0
TX002509,4466.52,02/01/2024,M1,C901,withdrawal,web,US,0,0
TX002510,321.66,02/01/2024,M2,C443,purchase,web,AU,0,0
TX002511,4418.49,02/01/2024,M1,C812,withdrawal,POS,AU,0,0
TX002512,2247.11,02/01/2024,M5,C427,withdrawal,web,AU,0,0
TX002513,2557.06,02/01/2024,M5,C082,transfer,POS,US,0,0
TX002514,3136.7,02/01/2024,M1,C764,transfer,POS,IN,0,0
TX002515,4632.65,02/01/2024,M5,C657,purchase,web,AU,1,0
TX002516,105.39,02/01/2024,M4,C631,transfer,mobile,CA,0,0
TX002517,2389.45,02/01/2024,M5,C064,purchase,web,UK,0,0
TX002518,3441.73,02/01/2024,M1,C280,purchase,mobile,UK,0,0
TX002519,3616.31,02/01/2024,M3,C794,withdrawal,mobile,UK,0,0
TX002520,3465.74,02/01/2024,M4,C390,purchase,POS,US,0,0
TX002521,680.83,02/01/2024,M2,C427,withdrawal,POS,CA,0,0
TX002522,1503.98,02/01/2024,M1,C617,purchase,web,CA,0,0
TX002523,1799.99,02/01/2024,M2,C924,transfer,mobile,CA,0,0
TX002524,4024.14,02/01/2024,M3,C990,transfer,web,CA,0,0
TX002525,1401.01,02/01/2024,M2,C811,transfer,POS,CA,0,0
TX002526,1061.42,02/01/2024,M1,C106,purchase,mobile,IN,0,0
TX002527,4787.67,02/01/2024,M1,C547,purchase,web,CA,0,0
TX002528,54.23,02/01/2024,M3,C658,withdrawal,web,CA,0,0
TX002529,4989.13,02/01/2024,M1,C261,withdrawal,POS,US,0,0
TX002530,3387.34,02/01/2024,M3,C920,withdrawal,POS,US,0,0
TX002531,4144.06,02/01/2024,M3,C158,withdrawal,POS,CA,0,0
TX002532,1480.15,02/01/2024,M1,C264,purchase,POS,IN,0,0
TX002533,81.43,02/01/2024,M5,C467,purchase,web,CA,0,0
TX002534,3691.97,02/01/2024,M3,C201,withdrawal,POS,CA,0,0
TX002535,4172.38,02/01/2024,M1,C932,purchase,POS,CA,1,0
TX002536,3704.98,02/01/2024,M5,C154,purchase,web,AU,0,0
TX002537,722.82,02/01/2024,M3,C012,purchase,web,IN,0,0
TX002538,3769.61,02/01/2024,M5,C296,purchase,mobile,UK,0,0
TX002539,3846.92,02/01/2024,M4,C895,withdrawal,web,CA,0,0
TX002540,3296.12,02/01/2024,M4,C833,withdrawal,mobile,UK,0,0
TX002541,3832.92,02/01/2024,M5,C497,purchase,POS,IN,0,0
TX002542,4231.15,02/01/2024,M3,C596,transfer,mobile,CA,0,1
TX002543,3071.88,02/01/2024,M1,C992,withdrawal,mobile,UK,0,0
TX002544,452.14,02/01/2024,M2,C791,withdrawal,POS,UK,0,0
TX002545,2443.26,02/01/2024,M1,C244,transfer,POS,IN,0,0
TX002546,397.47,02/01/2024,M2,C299,withdrawal,POS,CA,0,0
TX002547,2043.64,02/01/2024,M2,C361,transfer,mobile,AU,0,0
TX002548,2041.46,02/01/2024,M3,C353,transfer,web,IN,0,0
TX002549,339.39,02/01/2024,M5,C827,purchase,web,AU,0,0
TX002550,1750.61,02/01/2024,M1,C520,withdrawal,web,CA,0,0
TX002551,563.88,02/01/2024,M5,C385,transfer,POS,UK,0,0
TX002552,4043.09,02/01/2024,M4,C758,purchase,POS,IN,0,0
TX002553,4738.96,02/01/2024,M3,C311,withdrawal,web,IN,0,0
TX002554,370.86,02/01/2024,M3,C413,purchase,POS,IN,0,0
TX002555,4776.02,02/01/2024,M4,C277,purchase,mobile,US,0,0
TX002556,2617.66,02/01/2024,M1,C749,transfer,mobile,CA,0,0
TX002557,1504.83,02/01/2024,M4,C714,withdrawal,POS,US,0,0
TX002558,393.54,02/01/2024,M1,C758,purchase,web,IN,1,0
TX002559,2508.12,02/01/2024,M2,C746,transfer,web,IN,0,0
